Actividad_Oferta,Localidad,Barrios,Tipo_de_Venta,Tipo_de_Oferta,Genero,Etnia,Estado
ARTESANIAS,'LOCALIDAD 3','ALAMEDA LA VICTORIA',ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,AMBULANTE,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,AMBULANTE,SERVICIOS,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,AMBULANTE,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'ART. DE FERRETERIA','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,Femenino,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CALZADO,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARBON,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARNES,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARNES,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARNES,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARNES,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CARNES,'LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CD - DVD - DISCOS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CELULARES Y SIMILARES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'CELULARES Y SIMILARES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CELULARES Y SIMILARES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'CELULARES Y SIMILARES','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
CERRAJERIA,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
CERRAJERIA,'LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,SEMI-ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',BAZURTO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
