Actividad_Oferta,Localidad,Barrios,Tipo_de_Venta,Tipo_de_Oferta,Genero,Etnia,Estado
'FRITOS Y OTROS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
FRITOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
JUGOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
RELOJERIA,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Masculino,NINGUNA,ACTIVO
'TRAMITE DE DOCUMENTOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
RASPAO,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,BLANCO,ACTIVO
JUGOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
GAFAS/LENTES,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
'FRITOS Y OTROS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
LUSTRABOTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,Masculino,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
LUSTRABOTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,Masculino,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
RELOJERIA,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'TRAMITE DE DOCUMENTOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
'TRAMITE DE DOCUMENTOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
'ARTICULOS RELIGIOSOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
RELOJERIA,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'FRITOS Y OTROS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,Afrocolombiano,ACTIVO
LUSTRABOTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,Masculino,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'FRITOS Y OTROS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
LUSTRABOTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,Masculino,BLANCO,ACTIVO
'TRAMITE DE DOCUMENTOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
'TRAMITE DE DOCUMENTOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
SERVICIOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
REVISTAS/LIBROS/PERIODICOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Masculino,BLANCO,ACTIVO
REVISTAS/LIBROS/PERIODICOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Masculino,BLANCO,ACTIVO
'VENTA DE COCO Y AGUA DE COCO','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'SOMBREROS Y GAFAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
JUGUETES,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Masculino,NINGUNA,ACTIVO
SERVICIOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
RELOJERIA,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'SOMBREROS Y GAFAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
JUGOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'PINTURAS DE ACRILICO SOBRE LIENZO','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'TRAMITE DE DOCUMENTOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
VELAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'VENTA DE CUADROS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'COMIDA PREPARADA Y BEBIDAS','LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,NINGUNA,ACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'ARTICULOS VARIOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,AFROCOLOMBIANO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,MASCULINO,INDIGENA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
FOTOGRAFIAS/PINTURAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
'TRAMITE DE DOCUMENTOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,MASCULINO,NINGUNA,ACTIVO
LUSTRABOTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,Masculino,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,BLANCO,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,MASCULINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
'FRITOS Y OTROS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'FRITOS Y OTROS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
REVISTAS/LIBROS/PERIODICOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'ROPA Y VARIEDADES','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'MERCANCIAS VARIAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
REVISTAS/LIBROS/PERIODICOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
'COMIDAS PREPARADAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,Femenino,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,INDIGENA,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
'VENTA DE COCOS Y REFRESCOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
REVISTAS/LIBROS/PERIODICOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
REVISTAS/LIBROS/PERIODICOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,AMBULANTE,BIENES,FEMENINO,INDIGENA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
'CELULARES Y SIMILARES','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'TRAMITE DE DOCUMENTOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,Femenino,NINGUNA,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'TRAMITE DE DOCUMENTOS','LOCALIDAD 1',CENTRO,ESTACIONARIO,SERVICIOS,Femenino,NINGUNA,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'FRITOS Y OTROS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
AGUA/REFRESCOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
JUGOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'COMIDAS RAPIDAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'PRODUCTOS DE CHAZAS','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
HORTALIZAS/FRUTAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
REVISTAS/LIBROS/PERIODICOS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,Femenino,BLANCO,ACTIVO
'VENTA DE COCO Y AGUA DE COCO','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,AFROCOLOMBIANO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
'VENTA DE COCO Y AGUA DE COCO','LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,NINGUNA,ACTIVO
ARTESANIAS,'LOCALIDAD 1',CENTRO,ESTACIONARIO,BIENES,FEMENINO,BLANCO,ACTIVO
